Date,Solar (kWh)
2022-07-12,3490.5235294117647
2022-07-13,3672.63125
2022-07-14,3540.865625
2022-07-15,3615.625
2022-07-16,3568.671875
2022-07-17,1845.415625
2022-07-18,1696.53
2022-07-19,2586.9625
2022-07-20,462.51666666666665
2022-07-21,3605.696875
2022-07-22,3624.25625
2022-07-23,3322.1433333333334
2022-07-24,2467.983333333333
2022-07-25,3601.784375
2022-07-26,3577.1
2022-07-27,3707.576666666667
2022-07-28,3426.26875
2022-07-29,3645.33
2022-07-30,3647.733333333333
2022-07-31,3686.686666666667
2022-08-01,3647.8733333333334
2022-08-02,3548.6433333333334
2022-08-03,3434.51
2022-08-04,3365.1966666666663
2022-08-05,2623.5533333333337
2022-08-06,3641.7533333333336
2022-08-07,3771.7466666666664
2022-08-08,3684.0666666666666
2022-08-09,4323.968181818182
2022-08-10,2482.9285714285716
2022-08-11,1182.4333333333334
2022-08-12,3727.4100000000003
2022-08-13,3601.1266666666666
2022-08-14,2661.8033333333337
2022-08-15,3686.9266666666667
2022-08-16,3657.616666666667
2022-08-17,3340.68
2022-08-18,3619.5833333333335
2022-08-19,1872.3714285714286
2022-08-20,1691.9866666666667
2022-08-21,1872.5966666666668
2022-08-22,2890.0285714285715
2022-08-23,3522.8633333333332
2022-08-24,3274.8933333333334
2022-08-25,3468.31
2022-08-26,3419.07
2022-08-27,1067.4428571428573
2022-08-28,1429.6035714285715
2022-08-29,3772.7714285714283
2022-08-30,3719.289285714286
2022-08-31,3581.3107142857143
2022-09-01,3409.275
2022-09-02,2716.6076923076926
2022-09-03,3146.4500000000003
2022-09-04,1867.0357142857142
2022-09-05,2364.996428571428
2022-09-06,3366.6571428571433
2022-09-07,3685.4285714285716
2022-09-08,3352.214285714286
2022-09-09,3721.078571428571
2022-09-10,3390.210714285714
2022-09-11,3084.7321428571427
2022-09-12,1164.2846153846153
2022-09-13,2497.419230769231
2022-09-14,1617.8115384615385
2022-09-15,1378.7038461538464
2022-09-16,2874.9625
2022-09-17,1969.7076923076925
2022-09-18,2781.3923076923074
2022-09-19,3591.5653846153846
2022-09-20,3611.2
2022-09-21,3602.353846153846
2022-09-22,3484.4461538461537
2022-09-23,1901.3807692307694
2022-09-24,2304.603846153846
2022-09-25,3422.9192307692306
2022-09-26,3426.407692307692
2022-09-27,3502.35
2022-09-28,3297.3416666666667
2022-09-29,177.675
2022-09-30,2448.9583333333335
2022-10-01,3061.991666666667
2022-10-02,3568.320833333333
2022-10-03,3551.9249999999997
2022-10-04,3406.2000000000003
2022-10-05,1573.9166666666667
2022-10-06,567.3958333333334
2022-10-07,2592.0
2022-10-08,3055.316666666667
2022-10-09,3008.991666666667
2022-10-10,3149.191666666667
2022-10-11,3017.1375000000003
2022-10-12,2603.725
2022-10-13,991.975
2022-10-14,1799.0208333333333
2022-10-15,1775.6083333333333
2022-10-16,2117.1863636363637
2022-10-17,2498.018181818182
2022-10-18,547.925
2022-10-19,716.9727272727273
2022-10-20,2002.925
2022-10-21,1633.075
2022-10-22,424.305
2022-10-23,376.95909090909095
2022-10-24,494.23
2022-10-25,325.975
2022-10-26,511.0
2022-10-27,659.285
2022-10-28,561.7545454545455
2022-10-29,232.07000000000002
2022-10-30,501.09499999999997
2022-10-31,1768.855
2022-11-01,1844.4450000000002
2022-11-02,209.3090909090909
2022-11-03,156.1
2022-11-04,347.47999999999996
2022-11-05,495.445
2022-11-06,1702.265
2022-11-07,1098.3833333333334
2022-11-08,1142.94
2022-11-09,2750.915
2022-11-10,2069.175
2022-11-11,2086.885
2022-11-12,243.20999999999998
2022-11-13,240.69444444444446
2022-11-14,655.4100000000001
2022-11-15,943.4100000000001
2022-11-16,928.475
2022-11-17,1395.545
2022-11-18,1139.05
2022-11-19,464.9777777777778
2022-11-20,596.4944444444444
2022-11-21,1056.795
2022-11-22,965.7549999999999
2022-11-23,302.97777777777776
2022-11-24,1079.7277777777779
2022-11-25,413.79499999999996
2022-11-26,229.8375
2022-11-27,612.8055555555555
2022-11-28,130.44375
2022-11-29,219.815
2022-11-30,741.0649999999999
2022-12-01,219.5611111111111
2022-12-02,327.32
2022-12-03,474.16999999999996
2022-12-04,636.2111111111111
2022-12-05,113.82777777777778
2022-12-06,758.3100000000001
2022-12-07,186.27222222222224
2022-12-08,201.74444444444444
2022-12-09,286.09999999999997
2022-12-10,628.3
2022-12-11,378.5333333333333
2022-12-12,654.9250000000001
2022-12-13,488.5833333333333
2022-12-14,194.32222222222222
2022-12-15,489.8888888888889
2022-12-16,148.8111111111111
2022-12-17,397.7
2022-12-18,1126.8666666666666
2022-12-19,249.04375
2022-12-20,784.911111111111
2022-12-21,224.65625
2022-12-22,204.28750000000002
2022-12-23,236.38333333333333
2022-12-24,1064.7444444444445
2022-12-25,744.3722222222223
2022-12-26,340.93333333333334
2022-12-27,
2022-12-28,5.033333333333333
2022-12-29,
2022-12-30,14.220000000000002
2022-12-31,29.200000000000003
